id,name,symbol,categoria,price_usd,market_cap,cmc_rank,volume_24h,volume_pct,circulating_supply,total_supply,max_supply,multichain_flag,cex_listed,contract_address,explorers,social_score,rating,halving_flag,wallet_support
ecomi,ECOMI,omi,Gaming,0.00019319,52345399.0,,2483399.0,4.74425460010344,270951644947.129,310882499574.018,750000000000.0,1,,0xed35af169af46a02ee13b9d79eb57d6d68c1749e,"https://etherscan.io/token/0xed35af169af46a02ee13b9d79eb57d6d68c1749e, https://platform.arkhamintelligence.com/explorer/token/ecomi, https://ethplorer.io/address/0xed35af169af46a02ee13b9d79eb57d6d68c1749e",677339,C,0,1
pepecoin-2,PepeCoin,pepecoin,Gaming,0.462229,49805230.0,,1037163.0,2.082437928707487,107824333.246829,107824333.246829,133769420.0,1,,0xa9e8acf069c58aec8825542845fd754e41a9489a,"https://etherscan.io/token/0xa9e8acf069c58aec8825542845fd754e41a9489a, https://platform.arkhamintelligence.com/explorer/token/pepecoin-2, https://ethplorer.io/address/0xa9e8acf069c58aec8825542845fd754e41a9489a",406076,C,0,1
pepecoin-2,PepeCoin,pepecoin,Gaming,0.462229,49805230.0,,1037163.0,2.082437928707487,107824333.246829,107824333.246829,133769420.0,1,,0xa9e8acf069c58aec8825542845fd754e41a9489a,"https://etherscan.io/token/0xa9e8acf069c58aec8825542845fd754e41a9489a, https://platform.arkhamintelligence.com/explorer/token/pepecoin-2, https://ethplorer.io/address/0xa9e8acf069c58aec8825542845fd754e41a9489a",1139497,C,0,1
memefi-2,MemeFi,memefi,Gaming,0.00498043,49644367.0,,77905116.0,156.92639610048812,10000000000.0,10000000000.0,10000000000.0,0,,0x506a6fc25f1c7d52ceb06ea44a3114c9380f8e2029b4356019822f248b49e411::memefi::MEMEFI,"https://suiscan.xyz/mainnet/coin/0x506a6fc25f1c7d52ceb06ea44a3114c9380f8e2029b4356019822f248b49e411::memefi::MEMEFI/txs, https://suivision.xyz/coin/0x506a6fc25f1c7d52ceb06ea44a3114c9380f8e2029b4356019822f248b49e411::memefi::MEMEFI",803789,C,0,1
memefi-2,MemeFi,memefi,Gaming,0.00498043,49644367.0,,77905116.0,156.92639610048812,10000000000.0,10000000000.0,10000000000.0,0,,0x506a6fc25f1c7d52ceb06ea44a3114c9380f8e2029b4356019822f248b49e411::memefi::MEMEFI,"https://suiscan.xyz/mainnet/coin/0x506a6fc25f1c7d52ceb06ea44a3114c9380f8e2029b4356019822f248b49e411::memefi::MEMEFI/txs, https://suivision.xyz/coin/0x506a6fc25f1c7d52ceb06ea44a3114c9380f8e2029b4356019822f248b49e411::memefi::MEMEFI",900318,C,0,1
wilder-world,Wilder World,wild,Gaming,0.151002,48889499.0,,498338.0,1.019315006684769,324323545.47983027,500000000.0,500000000.0,0,,0x2a3bff78b79a009976eea096a51a948a3dc00e34,"https://etherscan.io/token/0x2a3bff78b79a009976eea096a51a948a3dc00e34, https://platform.arkhamintelligence.com/explorer/token/wilder-world, https://ethplorer.io/address/0x2a3bff78b79a009976eea096a51a948a3dc00e34",460003,C,0,1
ancient8,Ancient8,a8,Gaming,0.140672,40521352.0,,7454506.0,18.396488843708863,287855203.7,1000000000.0,1000000000.0,1,,0x3e5a19c91266ad8ce2477b91585d1856b84062df,"https://etherscan.io/token/0x3e5a19c91266ad8ce2477b91585d1856b84062df, https://platform.arkhamintelligence.com/explorer/token/ancient8, https://ethplorer.io/address/0x3e5a19c91266ad8ce2477b91585d1856b84062df",654598,C,0,1
seedify-fund,Seedify.fund,sfund,Gaming,0.632786,40170865.0,,1841698.0,4.584661047254024,63562839.95,100000000.0,,1,,0x477bc8d23c634c154061869478bce96be6045d12,"https://bscscan.com/token/0x477bc8d23c634c154061869478bce96be6045d12, https://platform.arkhamintelligence.com/explorer/token/seedify-fund, https://binplorer.com/address/0x477bc8d23c634c154061869478bce96be6045d12",314276,C,0,1
marblex,MARBLEX,mbx,Gaming,0.187755,39049133.0,,1042067.0,2.6686047037203107,207979421.0286851,321406506.0,1000000000.0,1,,0xf95a5532d67c944dfa7eddd2f8c358fe0dc7fac2,"https://scope.klaytn.com/token/0xd068c52d81f4409b9502da926ace3301cc41f623?tabid=tokentransfer, https://platform.arkhamintelligence.com/explorer/token/marblex, https://bscscan.com/token/0xd068c52d81f4409b9502da926ace3301cc41f623",929641,C,0,1
my-neighbor-alice,My Neighbor Alice,alice,Gaming,0.419023,38630066.0,,6850304.0,17.733089040023902,92083333.0,100000000.0,100000000.0,1,,0xac51066d7bec65dc4589368da368b212745d63e8,"https://etherscan.io/token/0xac51066d7bec65dc4589368da368b212745d63e8, https://platform.arkhamintelligence.com/explorer/token/my-neighbor-alice, https://ethplorer.io/address/0xac51066d7bec65dc4589368da368b212745d63e8",846884,C,0,1
the-root-network,The Root Network,root,Gaming,0.00585669,38632877.0,,2242101.0,5.803608672478624,6600000000.0,12000000000.0,12000000000.0,0,,0xa3d4bee77b05d4a0c943877558ce21a763c4fa29,"https://etherscan.io/token/0xa3d4bee77b05d4a0c943877558ce21a763c4fa29, https://platform.arkhamintelligence.com/explorer/token/the-root-network, https://ethplorer.io/address/0xa3d4bee77b05d4a0c943877558ce21a763c4fa29",261770,C,0,1
gods-unchained,Gods Unchained,gods,Gaming,0.10208,37611885.0,,1402229.0,3.728154013020087,368472224.0649,500000000.0,500000000.0,0,,0xccc8cb5229b0ac8069c51fd58367fd1e622afd97,"https://etherscan.io/token/0xccc8cb5229b0ac8069c51fd58367fd1e622afd97, https://platform.arkhamintelligence.com/explorer/token/gods-unchained, https://ethplorer.io/address/0xccc8cb5229b0ac8069c51fd58367fd1e622afd97",500180,C,0,1
seraph,Seraph,seraph,Gaming,0.18173,36901135.0,,832548.0,2.25615824553906,202960848.0,1000000000.0,1000000000.0,1,,0xd6b48ccf41a62eb3891e58d0f006b19b01d50cca,"https://bscscan.com/token/0xd6B48CCF41a62EB3891e58D0F006B19B01d50cCa, https://binplorer.com/address/0xd6B48CCF41a62EB3891e58D0F006B19B01d50cCa, https://etherscan.io/token/0xd6B48CCF41a62EB3891e58D0F006B19B01d50cCa",911162,C,0,1
xpla,XPLA,xpla,Gaming,0.04453766,35548920.0,,2716543.0,7.641703320382167,798419789.1138935,1999926089.6226,2000000000.0,0,,ibc/95C9B5870F95E21A242E6AF9ADCB1F212EE4A8855087226C36FBE43FC41A77B8,"https://explorer.xpla.io/mainnet/token/xpla, https://www.mintscan.io/xpla",966270,C,0,1
radio-caca,Radio Caca,raca,Gaming,8.391e-05,34450306.0,,2459613.0,7.139596960328887,410670371068.1891,415670371068.1894,500000000000.0,1,,0x12bb890508c125661e03b09ec06e404bc9289040,"https://bscscan.com/token/0x12bb890508c125661e03b09ec06e404bc9289040, https://platform.arkhamintelligence.com/explorer/token/radio-caca, https://etherscan.io/token/0x12bb890508c125661e03b09ec06e404bc9289040",1134418,C,0,1
sweatcoin,Sweat Economy,sweat,Gaming,0.00446033,33885633.0,,2675454.0,7.8955408624062,7597077461.55,21137488262.235,,1,,0xb4b9dc1c77bdbb135ea907fd5a08094d98883a35,"https://etherscan.io/token/0xb4b9dc1c77bdbb135ea907fd5a08094d98883a35, https://platform.arkhamintelligence.com/explorer/token/sweatcoin, https://ethplorer.io/address/0xb4b9dc1c77bdbb135ea907fd5a08094d98883a35",828185,C,0,1
deapcoin,DEAPCOIN,dep,Gaming,0.00122474,33712493.0,,850630.0,2.5231892521268007,27526332268.328957,29892900001.328957,30000000000.0,1,,0x1a3496c18d558bd9c6c8f609e1b129f67ab08163,"https://etherscan.io/token/0x1a3496c18d558bd9c6c8f609e1b129f67ab08163, https://platform.arkhamintelligence.com/explorer/token/deapcoin, https://ethplorer.io/address/0x1a3496c18d558bd9c6c8f609e1b129f67ab08163",961658,C,0,1
xterio,Xterio,xter,AI,0.292521,32859841.0,,7491781.0,22.79920039783516,112500000.0,1000000000.0,1000000000.0,0,,0x103071da56e7cd95b415320760d6a0ddc4da1ca5,"https://bscscan.com/token/0x103071Da56e7cD95b415320760D6a0dDC4DA1ca5, https://binplorer.com/address/0x103071Da56e7cD95b415320760D6a0dDC4DA1ca5",643167,C,0,1
xterio,Xterio,xter,AI,0.292521,32859841.0,,7491781.0,22.79920039783516,112500000.0,1000000000.0,1000000000.0,0,,0x103071da56e7cd95b415320760d6a0ddc4da1ca5,"https://bscscan.com/token/0x103071Da56e7cD95b415320760D6a0dDC4DA1ca5, https://binplorer.com/address/0x103071Da56e7cD95b415320760D6a0dDC4DA1ca5",642763,C,0,1
endurance,Fusionist,ace,Gaming,0.587239,32849767.0,,5154641.0,15.69156030847951,55941443.0,146307870.0,147000000.0,0,,0xc27a719105a987b4c34116223cae8bd8f4b5def4,"https://explorer-endurance.fusionist.io/, https://platform.arkhamintelligence.com/explorer/token/endurance, https://bscscan.com/token/0xc27a719105a987b4c34116223cae8bd8f4b5def4",612442,C,0,1
neuralai,NEURALAI,neural,AI,3.19,31966264.0,,180921.0,0.5659748039370506,10000000.0,10000000.0,10000000.0,0,,0x32b053f2cba79f80ada5078cb6b305da92bde6e1,"https://etherscan.io/address/0x32b053f2cba79f80ada5078cb6b305da92bde6e1, https://platform.arkhamintelligence.com/explorer/token/neuralai, https://etherscan.io/token/0x32b053f2cba79f80ada5078cb6b305da92bde6e1",386337,C,0,1
neuralai,NEURALAI,neural,AI,3.19,31966264.0,,180921.0,0.5659748039370506,10000000.0,10000000.0,10000000.0,0,,0x32b053f2cba79f80ada5078cb6b305da92bde6e1,"https://etherscan.io/address/0x32b053f2cba79f80ada5078cb6b305da92bde6e1, https://platform.arkhamintelligence.com/explorer/token/neuralai, https://etherscan.io/token/0x32b053f2cba79f80ada5078cb6b305da92bde6e1",955846,C,0,1
hooked-protocol,Hooked Protocol,hook,Gaming,0.12674,31051177.0,,3990518.0,12.851422669098826,245000000.0,500000000.0,500000000.0,0,,0xa260e12d2b924cb899ae80bb58123ac3fee1e2f0,"https://bscscan.com/token/0xa260e12d2b924cb899ae80bb58123ac3fee1e2f0, https://platform.arkhamintelligence.com/explorer/token/hooked-protocol, https://binplorer.com/address/0xa260e12d2b924cb899ae80bb58123ac3fee1e2f0",794643,C,0,1
gamercoin,GamerCoin,ghx,Gaming,0.04929786,30564640.0,,11548529.0,37.78395230567087,622866240.01,808000000.0,880000000.0,1,,0x728f30fa2f100742c7949d1961804fa8e0b1387d,"https://etherscan.io/token/0x728f30fa2f100742c7949d1961804fa8e0b1387d, https://platform.arkhamintelligence.com/explorer/token/gamercoin, https://ethplorer.io/address/0x728f30fa2f100742c7949d1961804fa8e0b1387d",745950,C,0,1
gunz,Gunz,gun,Gaming,0.052039,31490410.0,,25378721.0,80.59190401141173,604500000.0,10000000000.0,10000000000.0,0,,,https://gunzscan.io/,204456,C,0,1
league-of-kingdoms,League of Kingdoms,loka,Gaming,0.080262,30049239.0,,2933436.0,9.762097469423434,374360693.9608511,500000000.0,500000000.0,0,,0x61e90a50137e1f645c9ef4a0d3a4f01477738406,"https://etherscan.io/token/0x61e90a50137e1f645c9ef4a0d3a4f01477738406, https://platform.arkhamintelligence.com/explorer/token/league-of-kingdoms, https://ethplorer.io/address/0x61e90a50137e1f645c9ef4a0d3a4f01477738406",498448,C,0,1
vice-2,VICE,vice,Gaming,0.03769713,29558786.0,,624706.0,2.113435917158438,785282912.5407133,1000000000.0,1000000000.0,0,,0xfd409bc96d126bc8a56479d4c7672015d539f96c,"https://etherscan.io/token/0xfd409bc96d126bc8a56479d4c7672015d539f96c, https://ethplorer.io/address/0xfd409Bc96d126bC8a56479d4c7672015D539F96C",938322,C,0,1
alien-worlds,Alien Worlds,tlm,Gaming,0.00498821,28930193.0,,10266890.0,35.488494667145844,5796513937.2538,6681914966.2153,10000000000.0,1,,0x888888848b652b3e3a0f34c96e00eec0f3a23f72,"https://etherscan.io/token/0x888888848b652b3e3a0f34c96e00eec0f3a23f72, https://platform.arkhamintelligence.com/explorer/token/alien-worlds, https://ethplorer.io/address/0x888888848b652b3e3a0f34c96e00eec0f3a23f72",825058,C,0,1
games-for-a-living,Games for a Living,gfal,Gaming,0.00552846,28513797.0,,113934.0,0.3995749846995123,5157638866.0,10000000000.0,10000000000.0,0,,0x47c454ca6be2f6def6f32b638c80f91c9c3c5949,"https://bscscan.com/token/0x47c454ca6be2f6def6f32b638c80f91c9c3c5949, https://platform.arkhamintelligence.com/explorer/token/games-for-a-living, https://binplorer.com/address/0x47c454ca6be2f6def6f32b638c80f91c9c3c5949",882180,C,0,1
dar-open-network,Dar Open Network,d,Gaming,0.04420626,28330069.0,,3021498.0,10.66533936080424,643112516.0,800000000.0,800000000.0,1,,0x33b481cbbf3c24f2b3184ee7cb02daad1c4f49a8,"https://etherscan.io/token/0x33b481CbBF3c24f2B3184Ee7Cb02dAAD1C4F49A8, https://ethplorer.io/address/0x33b481CbBF3c24f2B3184Ee7Cb02dAAD1C4F49A8, https://bscscan.com/token/0x8fB238058E71f828F505582E65b1D14f8cf52067",132246,C,0,1
pixels,Pixels,pixel,Gaming,0.03533724,27216378.0,,7924833.0,29.117882622000614,771041667.0,5000000000.0,5000000000.0,1,,0x3429d03c6f7521aec737a0bbf2e5ddcef2c3ae31,"https://etherscan.io/token/0x3429d03c6f7521aec737a0bbf2e5ddcef2c3ae31, https://platform.arkhamintelligence.com/explorer/token/pixels, https://ethplorer.io/address/0x3429d03c6f7521aec737a0bbf2e5ddcef2c3ae31",1009901,C,0,1
mobox,Mobox,mbox,Gaming,0.053174,26603867.0,,7594000.0,28.54472246459509,500322467.0,550322467.0,1000000000.0,1,,0x3203c9e46ca618c8c1ce5dc67e7e9d75f5da2377,"https://bscscan.com/token/0x3203c9e46ca618c8c1ce5dc67e7e9d75f5da2377, https://platform.arkhamintelligence.com/explorer/token/mobox, https://binplorer.com/address/0x3203c9e46ca618c8c1ce5dc67e7e9d75f5da2377",751057,C,0,1
myria,Myria,myria,Gaming,0.00090482,25614615.0,,1618531.0,6.318779337499314,28293011843.0,50000000000.0,50000000000.0,0,,0xa0ef786bf476fe0810408caba05e536ac800ff86,"https://etherscan.io/token/0xa0ef786bf476fe0810408caba05e536ac800ff86, https://platform.arkhamintelligence.com/explorer/token/myria, https://ethplorer.io/address/0xa0ef786bf476fe0810408caba05e536ac800ff86",534754,C,0,1
guardians-of-the-spark,Guardians Of The Spark,gots,Gaming,0.393337,25960273.0,,3697.75,0.0142438794846263,66000000.0,120000000.0,120000000.0,0,,0x66584240143bb36b59065342b3eecac06876ec11,"https://snowtrace.io/token/0x66584240143bB36b59065342b3EEcaC06876Ec11?chainid=43114, https://avascan.info/blockchain/c/address/0x66584240143bB36b59065342b3EEcaC06876Ec11/token",182614,C,0,1
nakamoto-games,Nakamoto Games,naka,Gaming,0.400416,26036899.0,,6210136.0,23.851288895808985,64984277.5,180000000.0,180000000.0,0,,0x311434160d7537be358930def317afb606c0d737,"https://polygonscan.com/token/0x311434160d7537be358930def317afb606c0d737, https://platform.arkhamintelligence.com/explorer/token/nakamoto-games, https://polygon.dex.guru/token/0x311434160d7537be358930def317afb606c0d737",522712,C,0,1
vulcan-forged,Vulcan Forged,pyr,Gaming,1.082,25866917.0,,4627064.0,17.88796090388352,23897700.0,50000000.0,50000000.0,1,,0x430ef9263e76dae63c84292c3409d61c598e9682,"https://etherscan.io/token/0x430ef9263e76dae63c84292c3409d61c598e9682, https://platform.arkhamintelligence.com/explorer/token/vulcan-forged, https://ethplorer.io/address/0x430ef9263e76dae63c84292c3409d61c598e9682",759339,C,0,1
open-loot,OPENLOOT,ol,Gaming,0.052014,24870065.0,,5626740.0,22.62454883008951,478145802.9706,5000000000.0,5000000000.0,0,,0x1f57da732a77636d913c9a75d685b26cc85dcc3a,"https://etherscan.io/token/0x1F57da732A77636D913C9a75d685B26CC85DCC3A, https://ethplorer.io/address/0x1F57da732A77636D913C9a75d685B26CC85DCC3A",538651,C,0,1
ultra,Ultra,uos,Gaming,0.056221,24948450.0,,1530874.0,6.136148738699198,443603490.5253,1000000000.0,1000000000.0,0,,0xd13c7342e1ef687c5ad21b27c2b65d772cab5c8c,"https://etherscan.io/token/0xd13c7342e1ef687c5ad21b27c2b65d772cab5c8c, https://platform.arkhamintelligence.com/explorer/token/ultra, https://ethplorer.io/address/0xd13c7342e1ef687c5ad21b27c2b65d772cab5c8c",570807,C,0,1
karrat,Karrat,karrat,Gaming,0.080428,24613310.0,,1021714.0,4.151062981776933,306818919.0,1000000000.0,1000000000.0,0,,0xacd2c239012d17beb128b0944d49015104113650,"https://etherscan.io/token/0xacd2c239012d17beb128b0944d49015104113650, https://platform.arkhamintelligence.com/explorer/token/karrat, https://ethplorer.io/address/0xacd2c239012d17beb128b0944d49015104113650",552330,C,0,1
aavegotchi,Aavegotchi,ghst,Gaming,0.459789,23544622.0,,5003925.0,21.252942604047757,51157239.2140685,52747802.71425598,52747802.71425598,1,,0x3f382dbd960e3a9bbceae22651e88158d2791550,"https://etherscan.io/token/0x3f382dbd960e3a9bbceae22651e88158d2791550, https://platform.arkhamintelligence.com/explorer/token/aavegotchi, https://ethplorer.io/address/0x3f382dbd960e3a9bbceae22651e88158d2791550",518150,C,0,1
aavegotchi,Aavegotchi,ghst,Gaming,0.459789,23544622.0,,5003925.0,21.252942604047757,51157239.2140685,52747802.71425598,52747802.71425598,1,,0x3f382dbd960e3a9bbceae22651e88158d2791550,"https://etherscan.io/token/0x3f382dbd960e3a9bbceae22651e88158d2791550, https://platform.arkhamintelligence.com/explorer/token/aavegotchi, https://ethplorer.io/address/0x3f382dbd960e3a9bbceae22651e88158d2791550",178967,C,0,1
balance,Balance,ept,AI,0.01011448,23499137.0,,83856165.0,356.8478493486803,2316583333.0,10000000000.0,10000000002.0,0,,0x3dc8e2d80b6215a1bccae4d38715c3520581e77c,"https://bscscan.com/token/0x3Dc8e2d80b6215a1BCcAe4d38715C3520581E77c, https://binplorer.com/address/0x3Dc8e2d80b6215a1BCcAe4d38715C3520581E77c",270665,C,0,1
balance,Balance,ept,AI,0.01011448,23499137.0,,83856165.0,356.8478493486803,2316583333.0,10000000000.0,10000000002.0,0,,0x3dc8e2d80b6215a1bccae4d38715c3520581e77c,"https://bscscan.com/token/0x3Dc8e2d80b6215a1BCcAe4d38715C3520581E77c, https://binplorer.com/address/0x3Dc8e2d80b6215a1BCcAe4d38715C3520581E77c",994276,C,0,1
star-atlas,Star Atlas,atlas,Gaming,0.00120595,23038947.0,,579217.0,2.5140775748127724,19075267689.1934,36000000000.0,36000000000.0,0,,ATLASXmbPQxBUYbxPsV97usA3fPQYEqzQBUHgiFCUsXx,"https://solscan.io/token/atlasxmbpqxbuybxpsv97usa3fpqyeqzqbuhgifcusxx, https://platform.arkhamintelligence.com/explorer/token/star-atlas, https://explorer.solana.com/address/atlasxmbpqxbuybxpsv97usa3fpqyeqzqbuhgifcusxx",626673,C,0,1
crown-by-third-time-games,Crown by Third Time Games,crown,Gaming,0.09249,22970422.0,,160948.0,0.7006749810691332,250000000.0,250000000.0,250000000.0,0,,GDfnEsia2WLAW5t8yx2X5j2mkfA74i5kwGdDuZHt7XmG,"https://solscan.io/token/gdfnesia2wlaw5t8yx2x5j2mkfa74i5kwgdduzht7xmg, https://platform.arkhamintelligence.com/explorer/token/crown-by-third-time-games",135652,C,0,1
altura,Altura,alu,AI,0.02316899,22948652.0,,5554098.0,24.202284299748847,990000000.0,990000000.0,990000000.0,1,,0x8263cd1601fe73c066bf49cc09841f35348e3be0,"https://bscscan.com/token/0x8263cd1601fe73c066bf49cc09841f35348e3be0, https://platform.arkhamintelligence.com/explorer/token/altura, https://bnb.dex.guru/token/0x8263cd1601fe73c066bf49cc09841f35348e3be0",951194,C,0,1
altura,Altura,alu,AI,0.02316899,22948652.0,,5554098.0,24.202284299748847,990000000.0,990000000.0,990000000.0,1,,0x8263cd1601fe73c066bf49cc09841f35348e3be0,"https://bscscan.com/token/0x8263cd1601fe73c066bf49cc09841f35348e3be0, https://platform.arkhamintelligence.com/explorer/token/altura, https://bnb.dex.guru/token/0x8263cd1601fe73c066bf49cc09841f35348e3be0",362810,C,0,1
voxies,Voxies,voxel,Gaming,0.088846,20940676.0,,34771277.0,166.04658321441008,235772305.90362567,300000000.0,300000000.0,0,,0xd0258a3fd00f38aa8090dfee343f10a9d4d30d3f,"https://polygonscan.com/token/0xd0258a3fd00f38aa8090dfee343f10a9d4d30d3f, https://platform.arkhamintelligence.com/explorer/token/voxies, https://polygon.dex.guru/token/0xd0258a3fd00f38aa8090dfee343f10a9d4d30d3f",782321,C,0,1
miracle-play,Miracle Play,mpt,Gaming,0.02490983,21253182.0,,498004.0,2.343197362164404,852820870.5011768,1044235747.23996,3000000000.0,1,,0x87d6f8edeccbcca766d2880d19b2c3777d322c22,"https://polygonscan.com/token/0x87d6f8edeccbcca766d2880d19b2c3777d322c22, https://platform.arkhamintelligence.com/explorer/token/miracle-play, https://avascan.info/blockchain/c/address/0x422812fc000e831b5ff13c181d85f34dd71380b3/token",888137,C,0,1
watcoin-2,WATCoin,watc,Gaming,0.00039607,19866226.0,,73830.0,0.3716357601086386,50158760626.1507,55555555555.0,55555555555.0,0,,EQAnOBmSoqfNfw_bGEYVjuG56qLQXcRGBV47LiAnZq5Pxfvo,"https://tonscan.org/address/EQAnOBmSoqfNfw_bGEYVjuG56qLQXcRGBV47LiAnZq5Pxfvo, https://tonviewer.com/EQAnOBmSoqfNfw_bGEYVjuG56qLQXcRGBV47LiAnZq5Pxfvo",1016312,C,0,1
metacade,Metacade,mcade,Gaming,0.01106298,18494729.0,,4592864.0,24.83336738808122,1671752100.98,2000000000.0,2000000000.0,0,,0xc48823ec67720a04a9dfd8c7d109b2c3d6622094,"https://basescan.org/token/0xc48823ec67720a04a9dfd8c7d109b2c3d6622094, https://platform.arkhamintelligence.com/explorer/token/metacade",925923,C,0,1
catizen,Catizen,cati,Gaming,0.088974,18330330.0,,14008459.0,76.42229572517243,206000000.0,1000000000.0,1000000000.0,0,,EQD-cvR0Nz6XAyRBvbhz-abTrRC6sI5tvHvvpeQraV9UAAD7,"https://tonscan.org/address/EQD-cvR0Nz6XAyRBvbhz-abTrRC6sI5tvHvvpeQraV9UAAD7, https://platform.arkhamintelligence.com/explorer/token/catizen, https://tonviewer.com/EQD-cvR0Nz6XAyRBvbhz-abTrRC6sI5tvHvvpeQraV9UAAD7",189824,C,0,1
star-atlas-dao,Star Atlas DAO,polis,Gaming,0.062092,17850126.0,,213367.0,1.195324895745834,287475150.0993,360000000.0,360000000.0,0,,poLisWXnNRwC6oBu1vHiuKQzFjGL4XDSu4g9qjz9qVk,"https://solscan.io/token/poliswxnnrwc6obu1vhiukqzfjgl4xdsu4g9qjz9qvk, https://platform.arkhamintelligence.com/explorer/token/star-atlas-dao, https://explorer.solana.com/address/poliswxnnrwc6obu1vhiukqzfjgl4xdsu4g9qjz9qvk",141491,C,0,1
space-nation-oikos,Space Nation Oikos,oik,Gaming,0.02958253,15669185.0,,4968622.0,31.709511375352324,530000000.0,1000000000.0,1000000000.0,1,,0x6e7f11641c1ec71591828e531334192d622703f7,"https://etherscan.io/token/0x6E7F11641c1EC71591828E531334192d622703F7, https://ethplorer.io/address/0x6E7F11641c1EC71591828E531334192d622703F7, https://bscscan.com/token/0xb035723d62e0e2ea7499d76355c9d560f13ba404",531047,C,0,1
pirate-token,Pirate Nation Token,pirate,Gaming,0.07213,14852952.0,,13419927.0,90.3519179217707,204474315.8089385,987090784.8089384,1000000000.0,0,,0x7613c48e0cd50e42dd9bf0f6c235063145f6f8dc,"https://etherscan.io/token/0x7613c48e0cd50e42dd9bf0f6c235063145f6f8dc, https://platform.arkhamintelligence.com/explorer/token/pirate-token, https://ethplorer.io/address/0x7613c48e0cd50e42dd9bf0f6c235063145f6f8dc",173589,C,0,1
ix-token,Planet IX,ixt,Gaming,0.114968,15744668.0,,42292.0,0.2686115705964711,136954748.2213617,153258226.0,,0,,0xe06bd4f5aac8d0aa337d13ec88db6defc6eaeefe,"https://polygonscan.com/token/0xe06bd4f5aac8d0aa337d13ec88db6defc6eaeefe, https://platform.arkhamintelligence.com/explorer/token/ix-token, https://polygon.dex.guru/token/0xe06bd4f5aac8d0aa337d13ec88db6defc6eaeefe",412613,C,0,1
xborg,XBorg,xbg,Gaming,0.073705,15859001.0,,120032.0,0.7568698684110052,215000074.0,1000000000.0,1000000000.0,1,,0xeae00d6f9b16deb1bd584c7965e4c7d762f178a1,"https://etherscan.io/token/0xeae00d6f9b16deb1bd584c7965e4c7d762f178a1, https://platform.arkhamintelligence.com/explorer/token/xborg, https://ethplorer.io/address/0xeae00d6f9b16deb1bd584c7965e4c7d762f178a1",444099,C,0,1
blocklords,BLOCKLORDS,lrds,Gaming,0.230492,15646842.0,,7809590.0,49.9116051660776,67841327.20910616,100000000.0,100000000.0,1,,0xd0a6053f087e87a25dc60701ba6e663b1a548e85,"https://etherscan.io/token/0xd0a6053f087e87a25dc60701ba6e663b1a548e85, https://platform.arkhamintelligence.com/explorer/token/blocklords, https://ethplorer.io/address/0xd0a6053f087e87a25dc60701ba6e663b1a548e85",663258,C,0,1
world-of-dypians,World of Dypians,wod,Gaming,0.080132,15187365.0,,10074138.0,66.33236246050582,189547174.1603405,1000000000.0,1000000000.0,0,,0xb994882a1b9bd98a71dd6ea5f61577c42848b0e8,"https://bscscan.com/token/0xb994882a1b9bd98A71Dd6ea5F61577c42848B0E8, https://platform.arkhamintelligence.com/explorer/token/world-of-dypians, https://binplorer.com/address/0xb994882a1b9bd98A71Dd6ea5F61577c42848B0E8",769389,C,0,1
my-lovely-coin,My Lovely Coin,mlc,Gaming,0.285165,14609109.0,,71060.0,0.486408856282748,51230955.9252056,229999998.0,350000000.0,0,,0x0566c506477cd2d8df4e0123512dbc344bd9d111,"https://polygonscan.com/token/0x0566c506477cd2d8df4e0123512dbc344bd9d111, https://platform.arkhamintelligence.com/explorer/token/my-lovely-coin",546867,C,0,1
neuron,Neuron,nrn,AI,0.03332434,14510680.0,,272299.0,1.876541967709301,435471938.5837733,1000000000.0,1000000000.0,0,,0xdadeca1167fe47499e53eb50f261103630974905,"https://arbiscan.io/token/0xdadeca1167fe47499e53eb50f261103630974905, https://platform.arkhamintelligence.com/explorer/token/neuron",1117469,C,0,1
neuron,Neuron,nrn,AI,0.03332434,14510680.0,,272299.0,1.876541967709301,435471938.5837733,1000000000.0,1000000000.0,0,,0xdadeca1167fe47499e53eb50f261103630974905,"https://arbiscan.io/token/0xdadeca1167fe47499e53eb50f261103630974905, https://platform.arkhamintelligence.com/explorer/token/neuron",906291,C,0,1
sappy-seals-pixl,PIXL,pixl,Gaming,0.02807371,14086221.0,,5112.56,0.0362947592544515,500000000.0,500000000.0,500000000.0,0,,0x427a03fb96d9a94a6727fbcfbba143444090dd64,"https://etherscan.io/token/0x427a03fb96d9a94a6727fbcfbba143444090dd64, https://platform.arkhamintelligence.com/explorer/token/sappy-seals-pixl, https://ethplorer.io/address/0x427a03fb96d9a94a6727fbcfbba143444090dd64",773696,C,0,1
cornucopias,Cornucopias,copi,Gaming,0.01384881,14233288.0,,134486.0,0.9448695199591268,1027326487.0,3840000000.0,3840000000.0,1,,0xfea292e5ea4510881bdb840e3cec63abd43f936f,"https://bscscan.com/token/0xfea292e5ea4510881bdb840e3cec63abd43f936f, https://platform.arkhamintelligence.com/explorer/token/cornucopias, https://etherscan.io/token/0x42baf1f659d765c65ade5bb7e08eb2c680360d9d",970373,C,0,1
